#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2012.1.1,哈哈拼车,汽车交通,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/3900
2012.1.1,美丽约(三叉戟),社交网络,B轮,上海,数百万美元,IDG资本,https://www.itjuzi.com/investevents/3969
2012.1.1,5U家庭医生,医疗健康,天使轮,北京,数百万人民币,挚信资本,https://www.itjuzi.com/investevents/4013
2012.1.1,多米商城,电子商务,天使轮,广东,数百万人民币,云九,https://www.itjuzi.com/investevents/4262
2012.1.1,业务帮科技,社交网络,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/4329
2012.1.1,杭州卡塔科技,电子商务,天使轮,浙江,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/4416
2012.1.1,Shopex商派网络,电子商务,C轮,上海,数千万人民币,阿里巴巴,https://www.itjuzi.com/investevents/4538
2012.1.1,今晚看啥,文化娱乐,天使轮,北京,100万美元,真格基金,https://www.itjuzi.com/investevents/41
2012.1.1,武汉飞众科技,工具软件,天使轮,湖北,数百万人民币,江南资本,https://www.itjuzi.com/investevents/46
2012.1.1,来客宝,本地生活,A轮,上海,数百万人民币,阿米巴资本,https://www.itjuzi.com/investevents/53
2012.1.1,易站(大白帮忙),本地生活,天使轮,北京,数百万人民币,乐搏资本,https://www.itjuzi.com/investevents/65
2012.1.1,资信客,金融,天使轮,北京,数十万美元,华创资本,https://www.itjuzi.com/investevents/129
2012.1.1,辛巴达供应链,电子商务,天使轮,北京,数十万美元,华创资本,https://www.itjuzi.com/investevents/130
2012.1.1,Infomorrow英莫信息,广告营销,种子轮,上海,数十万人民币,纽信创投,https://www.itjuzi.com/investevents/142
2012.1.1,坚果云,企业服务,天使轮,上海,数百万人民币,纽信创投,https://www.itjuzi.com/investevents/143
2012.1.1,果盒网络,游戏,天使轮,上海,100万人民币,纽信创投,https://www.itjuzi.com/investevents/145
2012.1.1,优微,文化娱乐,天使轮,北京,200万人民币,九合创投,https://www.itjuzi.com/investevents/174
2012.1.1,天脉聚源TVM,企业服务,B轮,北京,数千万人民币,芳晟股权投资基金,https://www.itjuzi.com/investevents/181
2012.1.1,波波网,本地生活,A轮,上海,数百万人民币,经纬中国,https://www.itjuzi.com/investevents/195
2012.1.1,杭州开迅科技,文化娱乐,天使轮,浙江,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/198
2012.1.1,上网快鸟,工具软件,天使轮,北京,数十万美元,创新工场,https://www.itjuzi.com/investevents/229
2012.1.1,安琪艾可AngellEcho,教育,A轮,上海,数百万美元,挚信资本,https://www.itjuzi.com/investevents/242
2012.1.1,迪纳科技,汽车交通,天使轮,江苏,数百万人民币,旦恩创投,https://www.itjuzi.com/investevents/273
2012.1.1,司机邦,汽车交通,种子轮,北京,数十万美元,Cherubic Ventures心元资本,https://www.itjuzi.com/investevents/303
2012.1.1,杭州热知科技,企业服务,天使轮,浙江,数百万人民币,万嘉创投,https://www.itjuzi.com/investevents/333
2012.1.1,聚美优品,电子商务,B轮,北京,数千万美元,红杉资本中国 银泰资本Ventech,https://www.itjuzi.com/investevents/336
2012.1.1,尚街网,广告营销,天使轮,北京,数百万人民币,真格基金 合力投资,https://www.itjuzi.com/investevents/345
2012.1.1,花生共和,电子商务,A轮,北京,数百万美元,英特尔投资Intel Capital,https://www.itjuzi.com/investevents/361
2012.1.1,比酷科技,广告营销,天使轮,北京,数百万人民币,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/373
2012.1.1,知乎,社交网络,A轮,北京,数百万美元,启明创投,https://www.itjuzi.com/investevents/397
2012.1.1,YesMyLaw法律管家,企业服务,天使轮,上海,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/408
2012.1.1,KK觅友,社交网络,天使轮,广东,数十万美元,曼图资本Mandra Capital,https://www.itjuzi.com/investevents/416
2012.1.1,光华活彩传媒,广告营销,C轮,上海,数千万美元,风和投资 北极光创投 启迪创投,https://www.itjuzi.com/investevents/440
2012.1.1,37degree,企业服务,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/463
2012.1.1,知客数据,企业服务,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/464
2012.1.1,为知笔记Wiz,企业服务,A轮,北京,数百万人民币,戈壁投资,https://www.itjuzi.com/investevents/466
2012.1.1,石山视频,文化娱乐,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/474
2012.1.1,米哈游miHoYo,游戏,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/505
2012.1.1,艾普科美AppConomy,广告营销,A轮,上海,1000万美元,启明创投 东软集团Neusoft,https://www.itjuzi.com/investevents/514
2012.1.1,蜜壳儿,社交网络,天使轮,北京,未透露,九合创投,https://www.itjuzi.com/investevents/518
2012.1.1,彩链中国ColorMobi,企业服务,天使轮,上海,未透露,PreAngel 松禾资本,https://www.itjuzi.com/investevents/559
2012.1.1,爱图购,电子商务,种子轮,浙江,数百万人民币,经纬中国,https://www.itjuzi.com/investevents/582
2012.1.1,巴卡罗,本地生活,天使轮,广东,数百万人民币,美盛创投,https://www.itjuzi.com/investevents/586
2012.1.1,北京旷视科技Megvii,企业服务,天使轮,北京,数百万人民币,联想之星,https://www.itjuzi.com/investevents/590
2012.1.1,思必驰,企业服务,A轮,江苏,数千万人民币,联想之星 启迪创投,https://www.itjuzi.com/investevents/591
2012.1.1,iTools创想天空Thinksy,工具软件,A轮,广东,数百万人民币,腾讯,https://www.itjuzi.com/investevents/632
2012.1.1,好学教育,教育,A轮,北京,数千万人民币,达晨创投,https://www.itjuzi.com/investevents/633
2012.1.1,随手记,金融,A轮,广东,1500万美元,红杉资本中国,https://www.itjuzi.com/investevents/634
2012.1.1,瓦力网络,工具软件,B轮,北京,数百万美元,经纬中国 启明创投,https://www.itjuzi.com/investevents/648
2012.1.1,上海移云科技,文化娱乐,A轮,上海,1000万人民币,深圳点石投资,https://www.itjuzi.com/investevents/672
2012.1.1,云游世界,游戏,A轮,北京,数千万人民币,深圳点石投资,https://www.itjuzi.com/investevents/674
2012.1.1,安奇智联,工具软件,天使轮,北京,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/686
2012.1.1,消费家,本地生活,天使轮,浙江,数百万人民币,阿米巴资本,https://www.itjuzi.com/investevents/762
2012.1.1,云云网,工具软件,A轮,北京,未透露,新浪微博(新浪微创投),https://www.itjuzi.com/investevents/832
2012.1.1,Marketboomer拍家网,电子商务,天使轮,上海,数百万人民币,PreAngel 薛蛮子,https://www.itjuzi.com/investevents/838
2012.1.1,米迪MiiDi,广告营销,天使轮,湖北,未透露,PreAngel,https://www.itjuzi.com/investevents/847
2012.1.1,闪传,工具软件,天使轮,北京,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/850
2012.1.1,投投是道,金融,天使轮,四川,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/854
2012.1.1,懒得淘,电子商务,天使轮,北京,数百万人民币,创东方投资,https://www.itjuzi.com/investevents/876
2012.1.1,8Securities,金融,A轮,香港,800万美元,投资方未透露,https://www.itjuzi.com/investevents/879
2012.1.1,百乐鱼,旅游,天使轮,上海,数十万美元,晨兴资本,https://www.itjuzi.com/investevents/909
2012.1.1,微拍,文化娱乐,A轮,北京,数百万人民币,传媒梦工场,https://www.itjuzi.com/investevents/911
2012.1.1,GAYA3D盖亚桌面,企业服务,天使轮,广东,数百万人民币,云九,https://www.itjuzi.com/investevents/919
2012.1.1,大状网,企业服务,天使轮,上海,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/927
2012.1.1,Gurudigger,社交网络,天使轮,上海,数十万人民币,PreAngel,https://www.itjuzi.com/investevents/928
2012.1.1,明博智创,企业服务,天使轮,北京,数百万人民币,初创投资,https://www.itjuzi.com/investevents/939
2012.1.1,e家保险网,金融,不明确,上海,未透露,宽带资本CBC,https://www.itjuzi.com/investevents/943
2012.1.1,KittShop,电子商务,天使轮,北京,数百万人民币,创新工场,https://www.itjuzi.com/investevents/952
2012.1.1,哈哈贷,金融,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/955
2012.1.1,北京火谷网络,游戏,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/973
2012.1.1,mo9先玩后付,游戏,A轮,上海,数百万美元,红杉资本中国,https://www.itjuzi.com/investevents/994
2012.1.1,一下视频-秒拍,文化娱乐,天使轮,北京,数十万美元,晨兴资本,https://www.itjuzi.com/investevents/1059
2012.1.1,甜瓜在线,游戏,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/1069
2012.1.1,口语100,教育,A轮,北京,数百万美元,软银中国,https://www.itjuzi.com/investevents/1078
2012.1.1,着迷网WIKI,游戏,A轮,北京,数百万美元,蓝驰创投,https://www.itjuzi.com/investevents/1085
2012.1.1,美食行,本地生活,天使轮,浙江,数百万人民币,阿米巴资本,https://www.itjuzi.com/investevents/1101
2012.1.1,孔明社交管理,广告营销,A轮,北京,数百万美元,斯道资本(富达亚洲),https://www.itjuzi.com/investevents/1103
2012.1.1,人脉通,社交网络,天使轮,上海,数百万人民币,CA创投 经纬中国,https://www.itjuzi.com/investevents/1116
2012.1.1,哈哈少儿创意美术,教育,A轮,上海,数百万人民币,起点创业营,https://www.itjuzi.com/investevents/1131
2012.1.1,安卓越科技,教育,天使轮,北京,数百万人民币,薛蛮子 海银资本,https://www.itjuzi.com/investevents/1180
2012.1.1,上海逸香高端定制,旅游,天使轮,上海,数百万人民币,薛蛮子,https://www.itjuzi.com/investevents/1184
2012.1.1,牛排Niupai,社交网络,B轮,上海,数百万美元,IDG资本,https://www.itjuzi.com/investevents/1185
2012.1.1,秘密,社交网络,天使轮,北京,数百万人民币,创新工场,https://www.itjuzi.com/investevents/1187
2012.1.1,课程格子,社交网络,A轮,北京,数百万美元,Infinity Venture Partners,https://www.itjuzi.com/investevents/1302
2012.1.1,光音网络Goyoo,企业服务,A轮,北京,数百万美元,Infinity Venture Partners,https://www.itjuzi.com/investevents/1314
2012.1.1,Patisco,电子商务,天使轮,台湾,数十万美元,appWorks之初创投,https://www.itjuzi.com/investevents/1330
2012.1.1,Fliper,电子商务,天使轮,台湾,数十万美元,appWorks之初创投,https://www.itjuzi.com/investevents/1334
2012.1.1,游戏酒吧PubGame,游戏,天使轮,台湾,数十万美元,appWorks之初创投,https://www.itjuzi.com/investevents/1340
2012.1.1,果库,电子商务,天使轮,北京,数十万美元,Cherubic Ventures心元资本,https://www.itjuzi.com/investevents/1371
2012.1.1,锐锋网,本地生活,天使轮,福建,100万人民币,投资方未透露,https://www.itjuzi.com/investevents/1383
2012.1.1,魅客网,电子商务,天使轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1496
2012.1.1,kiDulty潮流先锋,电子商务,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/1502
2012.1.1,租琴吧,电子商务,天使轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1566
2012.1.1,PP钱包-掌上汇通,金融,天使轮,北京,数百万人民币,华创资本,https://www.itjuzi.com/investevents/1598
2012.1.1,上海明游网络,游戏,天使轮,上海,数百万人民币,创业接力(创业基金会),https://www.itjuzi.com/investevents/1609
2012.1.1,智游啦,旅游,天使轮,广东,数百万人民币,创业接力(创业基金会) 戈壁投资,https://www.itjuzi.com/investevents/1614
2012.1.1,四维梦工场,教育,天使轮,湖北,数百万人民币,万嘉创投,https://www.itjuzi.com/investevents/1628
2012.1.1,睿医i-MD,医疗健康,A轮,上海,数百万美元,经纬中国,https://www.itjuzi.com/investevents/1650
2012.1.1,快尚时装Urban Revivo,电子商务,B轮,广东,数千万人民币,景林投资,https://www.itjuzi.com/investevents/1667
2012.1.1,妙招网,企业服务,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/1698
2012.1.1,时代亿宝,工具软件,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/1699
2012.1.1,MagicBone极客互动,游戏,天使轮,上海,数百万人民币,新进创投,https://www.itjuzi.com/investevents/1708
2012.1.1,500彩票网(500万彩票),文化娱乐,B轮,广东,数千万美元,嘉御基金,https://www.itjuzi.com/investevents/1735
2012.1.1,谷得游戏,游戏,A轮,广东,数千万人民币,腾讯,https://www.itjuzi.com/investevents/1790
2012.1.1,懒人听书,文化娱乐,A轮,广东,数百万美元,CA创投,https://www.itjuzi.com/investevents/1834
2012.1.1,海丁网,企业服务,天使轮,上海,数百万人民币,上海浦软创投 PreAngel,https://www.itjuzi.com/investevents/1836
2012.1.1,华阳信通,广告营销,天使轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/1840
2012.1.1,家庭医生在线,医疗健康,B轮,广东,1800万人民币,投资方未透露,https://www.itjuzi.com/investevents/1916
2012.1.1,eChineseLearning,教育,A轮,北京,数百万美元,真格基金,https://www.itjuzi.com/investevents/1927
2012.1.1,天天动听(阿里星球),文化娱乐,A轮,上海,数百万美元,晨兴资本,https://www.itjuzi.com/investevents/1933
2012.1.1,AnG无双科技,广告营销,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/1944
2012.1.1,1折店,电子商务,天使轮,北京,100万美元,真格基金 险峰长青(险峰华兴),https://www.itjuzi.com/investevents/1997
2012.1.1,格子箱网络Gezbox,工具软件,天使轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/2003
2012.1.1,童石网络(大角虫漫画),文化娱乐,B轮,上海,数千万人民币,华映资本 达晨创投,https://www.itjuzi.com/investevents/2012
2012.1.1,Yucmedia,广告营销,天使轮,广东,数百万人民币,中路资本,https://www.itjuzi.com/investevents/2016
2012.1.1,开眼数据,广告营销,B轮,北京,数千万美元,IDG资本 英飞尼迪Infinity,https://www.itjuzi.com/investevents/2039
2012.1.1,Walkin,电子商务,天使轮,上海,数十万美元,AngelVest天使谷,https://www.itjuzi.com/investevents/2078
2012.1.1,iBeenGo爱自游,旅游,天使轮,台湾,数十万美元,appWorks之初创投,https://www.itjuzi.com/investevents/2084
2012.1.1,南大通用GBASE,企业服务,A轮,天津,数千万人民币,中兴合创,https://www.itjuzi.com/investevents/2111
2012.1.1,杀价帮,电子商务,A轮,北京,数百万人民币,雷军-顺为创业,https://www.itjuzi.com/investevents/2139
2012.1.1,潘朵拉,电子商务,天使轮,北京,数百万人民币,九合创投,https://www.itjuzi.com/investevents/2146
2012.1.1,采云,工具软件,天使轮,北京,500万人民币,联想之星,https://www.itjuzi.com/investevents/2191
2012.1.1,慧达驿站,企业服务,A轮,浙江,5000万人民币,红杉资本中国,https://www.itjuzi.com/investevents/2214
2012.1.1,应用帮,工具软件,天使轮,北京,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/2253
2012.1.1,应用魔方,工具软件,天使轮,北京,数百万人民币,奇虎360,https://www.itjuzi.com/investevents/2264
2012.1.1,展程科技《古墓猎人》,游戏,A轮,北京,数百万美元,新浪微博(新浪微创投) CA创投 创新工场,https://www.itjuzi.com/investevents/2275
2012.1.1,上海游族网络,游戏,A轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/2302
2012.1.1,橙色量化,金融,A轮,北京,未透露,华创资本,https://www.itjuzi.com/investevents/2318
